confounder,p0_baseline,delta_p,rr_ud,p1_implied,bias_factor,rd_adjusted_pp,rr_adjusted,rd_attenuation_pp
prior_cesarean_history,0.12,0.06,1.0,0.18,1.0,28.469798451314176,2.7260070309880806,7.105427357601002e-15
prior_cesarean_history,0.12,0.06,1.25,0.18,1.014563106796117,27.824376440040467,2.6868777434619346,0.6454220112737161
prior_cesarean_history,0.12,0.06,1.5,0.18,1.028301886792453,27.23224615446828,2.650979314538867,1.2375522968459016
prior_cesarean_history,0.12,0.06,1.75,0.18,1.0412844036697249,26.687068931188158,2.6179274570722533,1.7827295201260256
prior_cesarean_history,0.12,0.06,2.0,0.18,1.0535714285714284,26.18347302154806,2.5873965039886873,2.286325429766123
prior_cesarean_history,0.12,0.06,2.25,0.18,1.065217391304348,25.716875995065163,2.559108641335749,2.7529224562490207
prior_cesarean_history,0.12,0.06,2.5,0.18,1.0762711864406778,25.283344899592887,2.5328254303668785,3.1864535517212964
prior_cesarean_history,0.12,0.06,2.75,0.18,1.0867768595041325,24.87948513384872,2.5083410703388416,3.590313317465462
prior_cesarean_history,0.12,0.06,3.0,0.18,1.0967741935483875,24.50235138201412,2.485476998842073,3.9674470693000643
prior_cesarean_history,0.12,0.06,3.25,0.18,1.1062992125984252,24.149375664104873,2.4640775297899378,4.32042278720931
prior_cesarean_history,0.12,0.06,3.5,0.18,1.1153846153846154,23.818308783858942,2.444006303644486,4.651489667455241
prior_cesarean_history,0.12,0.06,3.75,0.18,1.1240601503759398,23.50717235125325,2.4251433787385603,4.962626100060934
prior_cesarean_history,0.12,0.06,4.0,0.18,1.1323529411764708,23.214219216656964,2.407382832560902,5.255579234657219
prior_cesarean_history,0.12,0.06,4.25,0.18,1.1402877697841727,22.937900644908428,2.3906307716551622,5.531897806405755
prior_cesarean_history,0.12,0.06,4.5,0.18,1.1478873239436622,22.67683892681471,2.37480367116753,5.792959524499473
prior_cesarean_history,0.12,0.06,4.75,0.18,1.1551724137931036,22.42980440551409,2.3598269820493827,6.039994045800093
prior_cesarean_history,0.12,0.06,5.0,0.18,1.162162162162162,22.195696109165265,2.345633956896721,6.274102342148918
prior_cesarean_history,0.12,0.06,5.25,0.18,1.1688741721854305,21.973525346341287,2.332164655406233,6.496273104972897
prior_cesarean_history,0.12,0.06,5.5,0.18,1.1753246753246753,21.762401748519615,2.3193650981887535,6.7073967027945685
prior_cesarean_history,0.12,0.06,5.75,0.18,1.1815286624203825,21.561521344123246,2.307186543747324,6.908277107190937
prior_cesarean_history,0.12,0.06,6.0,0.18,1.1875,21.37015632730356,2.295584868200489,7.099642124010622
prior_cesarean_history,0.12,0.06,6.25,0.18,1.1932515337423315,21.187646246994795,2.284520031110833,7.282152204319388
prior_cesarean_history,0.12,0.06,6.5,0.18,1.1987951807228914,21.013390391423634,2.2739556137890524,7.456408059890549
prior_cesarean_history,0.12,0.06,6.75,0.18,1.2041420118343193,20.8468411830276,2.2638584188549666,7.622957268286584
prior_cesarean_history,0.12,0.06,7.0,0.18,1.2093023255813953,20.68749843076408,2.254198121778605,7.782300020550103
prior_cesarean_history,0.12,0.06,7.25,0.18,1.214285714285714,20.534904312714083,2.244946966696067,7.9348941386001
prior_cesarean_history,0.12,0.06,7.5,0.18,1.2191011235955054,20.3886389829703,2.2360795000731724,8.081159468343884
prior_cesarean_history,0.12,0.06,7.75,0.18,1.2237569060773479,20.248316714028753,2.227572336834504,8.22148173728543
prior_cesarean_history,0.12,0.06,8.0,0.18,1.2282608695652173,20.113582500045048,2.219403954432774,8.356215951269135
prior_cesarean_history,0.12,0.09,1.0,0.21,1.0,28.469798451314176,2.7260070309880806,7.105427357601002e-15
prior_cesarean_history,0.12,0.09,1.25,0.21,1.0218446601941749,27.508564244500384,2.6677313462401164,0.9612342068137991
prior_cesarean_history,0.12,0.09,1.5,0.21,1.042452830188679,26.63866903471416,2.614993169997616,1.8311294166000245
prior_cesarean_history,0.12,0.09,1.75,0.21,1.0619266055045873,25.847684405513277,2.567039018381864,2.622114045800906
prior_cesarean_history,0.12,0.09,2.0,0.21,1.0803571428571428,25.1253389383505,2.5232461774435127,3.3444595129636845
prior_cesarean_history,0.12,0.09,2.25,0.21,1.0978260869565217,24.463069727862642,2.4830955133752814,4.006728723451541
prior_cesarean_history,0.12,0.09,2.5,0.21,1.1144067796610166,23.85368132885862,2.446150795867632,4.616117122455563
prior_cesarean_history,0.12,0.09,2.75,0.21,1.1301652892561984,23.29108326396457,2.4120427842746452,5.178715187349614
prior_cesarean_history,0.12,0.09,3.0,0.21,1.1451612903225807,22.770085760207056,2.380456843961422,5.699712691107127
prior_cesarean_history,0.12,0.09,3.25,0.21,1.159448818897638,22.2862391820146,2.351123211785984,6.183559269299582
prior_cesarean_history,0.12,0.09,3.5,0.21,1.1730769230769231,21.835706630517375,2.323809272317708,6.634091820796808
prior_cesarean_history,0.12,0.09,3.75,0.21,1.1860902255639099,21.415161982606314,2.29831337636396,7.054636468707869
prior_cesarean_history,0.12,0.09,4.0,0.21,1.1985294117647058,21.021707634100583,2.2744598540759444,7.4480908172136004
prior_cesarean_history,0.12,0.09,4.25,0.21,1.210431654676259,20.6528076431539,2.2520949617078347,7.816990808160284
prior_cesarean_history,0.12,0.09,4.5,0.21,1.221830985915493,20.306233011889862,2.2310835642669016,8.163565439424321
prior_cesarean_history,0.12,0.09,4.75,0.21,1.2327586206896555,19.980016610714056,2.2113064027595613,8.489781840600127
prior_cesarean_history,0.12,0.09,5.0,0.21,1.2432432432432432,19.67241581938798,2.1926578292730214,8.797382631926205
prior_cesarean_history,0.12,0.09,5.25,0.21,1.2533112582781458,19.38188138636531,2.1750439190446507,9.087917064948872
prior_cesarean_history,0.12,0.09,5.5,0.21,1.262987012987013,19.10703133147498,2.1583808882887627,9.362767119839205
prior_cesarean_history,0.12,0.09,5.75,0.21,1.2722929936305734,18.846628964075755,2.1425937615275528,9.623169487238428
prior_cesarean_history,0.12,0.09,6.0,0.21,1.2812499999999998,18.599564278909185,2.1276152436980147,9.870234172404999
prior_cesarean_history,0.12,0.09,6.25,0.21,1.2898773006134971,18.36483813925625,2.1133847612416505,10.104960312057933
prior_cesarean_history,0.12,0.09,6.5,0.21,1.2981927710843373,18.141548772069036,2.099847643359728,10.328249679245147
prior_cesarean_history,0.12,0.09,6.75,0.21,1.3062130177514792,17.92888019018403,2.086954420099595,10.540918261130152
prior_cesarean_history,0.12,0.09,7.0,0.21,1.3139534883720931,17.726092228253858,2.074660218274114,10.743706223060325
prior_cesarean_history,0.12,0.09,7.25,0.21,1.3214285714285714,17.53251193594647,2.0629242396666556,10.937286515367713
prior_cesarean_history,0.12,0.09,7.5,0.21,1.3286516853932586,17.347526117504724,2.0517093087352145,11.122272333809459
prior_cesarean_history,0.12,0.09,7.75,0.21,1.3356353591160222,17.17057484340069,2.0409814792506413,11.299223607913493
prior_cesarean_history,0.12,0.09,8.0,0.21,1.3423913043478262,17.00114578945087,2.0307096911004323,11.468652661863313
prior_cesarean_history,0.12,0.12,1.0,0.24,1.0,28.469798451314176,2.7260070309880806,7.105427357601002e-15
prior_cesarean_history,0.12,0.12,1.25,0.24,1.0291262135922332,27.19722108946321,2.648855888601625,1.2725773618509741
prior_cesarean_history,0.12,0.12,1.5,0.24,1.0566037735849054,26.060991302096298,2.579970940042291,2.4088071492178855
prior_cesarean_history,0.12,0.12,1.75,0.24,1.0825688073394497,25.040310306664974,2.5180912404889892,3.429488144649209
prior_cesarean_history,0.12,0.12,2.0,0.24,1.107142857142857,24.11840489143671,2.4621998989569764,4.351393559877472
prior_cesarean_history,0.12,0.12,2.25,0.24,1.1304347826086958,23.281598437614104,2.411467758181763,5.188200013700079
prior_cesarean_history,0.12,0.12,2.5,0.24,1.152542372881356,22.518627847364105,2.36521198276907,5.951170603950079
prior_cesarean_history,0.12,0.12,2.75,0.24,1.1735537190082643,21.820133645022548,2.3228651461236463,6.649664806291636
prior_cesarean_history,0.12,0.12,3.0,0.24,1.1935483870967745,21.178274107735696,2.2839518367737965,7.291524343578487
prior_cesarean_history,0.12,0.12,3.25,0.24,1.2125984251968505,20.586429599328365,2.2480707333473133,7.883368851985818
prior_cesarean_history,0.12,0.12,3.5,0.24,1.2307692307692308,20.03897342905157,2.2148807126778154,8.430825022262614
prior_cesarean_history,0.12,0.12,3.75,0.24,1.2481203007518795,19.531092403614068,2.1840899706109322,8.938706047700116
prior_cesarean_history,0.12,0.12,4.0,0.24,1.2647058823529413,19.0586449380908,2.1554474198510403,9.411153513223383
prior_cesarean_history,0.12,0.12,4.25,0.24,1.2805755395683451,18.618047863501694,2.128735827569344,9.85175058781249
prior_cesarean_history,0.12,0.12,4.5,0.24,1.295774647887324,18.20618538073361,2.1037662956538448,10.263613070580572
prior_cesarean_history,0.12,0.12,4.75,0.24,1.3103448275862069,17.820335265298258,2.0803737868066934,10.649463186015925
prior_cesarean_history,0.12,0.12,5.0,0.24,1.3243243243243246,17.458108626318108,2.058413472378754,11.011689824996076
prior_cesarean_history,0.12,0.12,5.25,0.24,1.3377483443708609,17.117400401534823,2.0377577310851493,11.35239804977936
prior_cesarean_history,0.12,0.12,5.5,0.24,1.3506493506493507,16.796348420489025,2.018293667173867,11.673450030825158
prior_cesarean_history,0.12,0.12,5.75,0.24,1.3630573248407643,16.493299354268235,1.9999210460987322,11.976499097045949
prior_cesarean_history,0.12,0.12,6.0,0.24,1.375,16.20678023711402,1.9825505679913313,12.263018214200162
prior_cesarean_history,0.12,0.12,6.25,0.24,1.3865030674846626,15.935474524410479,1.9661024161551202,12.534323926903705
prior_cesarean_history,0.12,0.12,6.5,0.24,1.3975903614457832,15.678201865812289,1.9505050307931955,12.791596585501894
prior_cesarean_history,0.12,0.12,6.75,0.24,1.4082840236686391,15.433900937899722,1.9356940682226285,13.035897513414461
prior_cesarean_history,0.12,0.12,7.0,0.24,1.4186046511627906,15.201614809720567,1.9216115136473357,13.268183641593616
prior_cesarean_history,0.12,0.12,7.25,0.24,1.4285714285714286,14.980478415694003,1.9082049216916563,13.48932003562018
prior_cesarean_history,0.12,0.12,7.5,0.24,1.4382022471910112,14.769707790137442,1.8954267637339,13.700090661176741
prior_cesarean_history,0.12,0.12,7.75,0.24,1.4475138121546962,14.568590781018578,1.8832338649192464,13.901207670295605
prior_cesarean_history,0.12,0.12,8.0,0.24,1.4565217391304348,14.376479011113993,1.8715869167977865,14.09331944020019
prior_cesarean_history,0.12,0.15,1.0,0.27,1.0,28.469798451314176,2.7260070309880806,7.105427357601002e-15
prior_cesarean_history,0.12,0.15,1.25,0.27,1.0364077669902914,26.89025277969589,2.630245659876087,1.5795456716182947
prior_cesarean_history,0.12,0.15,1.5,0.27,1.070754716981132,25.498582584437496,2.545874407795036,2.971215866876687
prior_cesarean_history,0.12,0.15,1.75,0.27,1.1032110091743121,24.26314979155736,2.4709751881721473,4.206648659756823
prior_cesarean_history,0.12,0.15,2.0,0.27,1.1339285714285714,23.15904253177868,2.40403769661941,5.310755919535502
prior_cesarean_history,0.12,0.15,2.25,0.27,1.1630434782608696,22.166377873921572,2.3438565126252655,6.303420577392611
prior_cesarean_history,0.12,0.15,2.5,0.27,1.1906779661016949,21.269093805965337,2.289457862324509,7.200704645348846
prior_cesarean_history,0.12,0.15,2.75,0.27,1.2169421487603307,20.454073472592512,2.240046524614993,8.015724978721671
prior_cesarean_history,0.12,0.15,3.0,0.27,1.241935483870968,19.71049972688549,2.1949667002761166,8.759298724428692
prior_cesarean_history,0.12,0.15,3.25,0.27,1.265748031496063,19.02937229885838,2.153672739878608,9.440426152455803
prior_cesarean_history,0.12,0.15,3.5,0.27,1.2884615384615388,18.403141708314042,2.1157069494235845,10.066656743000141
prior_cesarean_history,0.12,0.15,3.75,0.27,1.3101503759398496,17.82542826538721,2.080682554498793,10.644370185926974
prior_cesarean_history,0.12,0.15,4.0,0.27,1.3308823529411766,17.290803946656574,2.0482704763225357,11.17899450465761
prior_cesarean_history,0.12,0.15,4.25,0.27,1.3507194244604315,16.794621323280744,2.018188960358686,11.67517712803344
prior_cesarean_history,0.12,0.15,4.5,0.27,1.369718309859155,16.332878110781888,1.9901953645260022,12.136920340532296
prior_cesarean_history,0.12,0.15,4.75,0.27,1.387931034482759,15.902108977133885,1.964079599966567,12.567689474180298
prior_cesarean_history,0.12,0.15,5.0,0.27,1.4054054054054055,15.499298417064011,1.9396588489722881,12.970500034250172
prior_cesarean_history,0.12,0.15,5.25,0.27,1.4221854304635764,15.121810057510743,1.9167732790649599,13.34798839380344
prior_cesarean_history,0.12,0.15,5.5,0.27,1.4383116883116884,14.767328889171786,1.895282540732119,13.702469562142397
prior_cesarean_history,0.12,0.15,5.75,0.27,1.4538216560509556,14.433813748313993,1.8750628865942107,14.03598470300019
prior_cesarean_history,0.12,0.15,6.0,0.27,1.46875,14.11945798788846,1.8560047870557144,14.350340463425724
prior_cesarean_history,0.12,0.15,6.25,0.27,1.4831288343558282,13.822656737352254,1.8380109454025115,14.647141713961929
prior_cesarean_history,0.12,0.15,6.5,0.27,1.4969879518072287,13.541979498414594,1.8209946363944525,14.927818952899589
prior_cesarean_history,0.12,0.15,6.75,0.27,1.510355029585799,13.276147088960405,1.8048783084700708,15.193651362353778
prior_cesarean_history,0.12,0.15,7.0,0.27,1.5232558139534886,13.024012150985731,1.7895924020227092,15.445786300328452
prior_cesarean_history,0.12,0.15,7.25,0.27,1.5357142857142858,12.78454259594188,1.7750743457596803,15.685255855372302
prior_cesarean_history,0.12,0.15,7.5,0.27,1.5477528089887644,12.55680748370417,1.761267700602099,15.912990967610014
prior_cesarean_history,0.12,0.15,7.75,0.27,1.5593922651933703,12.339964927764811,1.7481214264263687,16.129833523549372
prior_cesarean_history,0.12,0.15,8.0,0.27,1.5706521739130437,12.133251695372788,1.7355892515633453,16.336546755941395
prior_cesarean_history,0.12,0.18,1.0,0.3,1.0,28.469798451314176,2.7260070309880806,7.105427357601002e-15
prior_cesarean_history,0.12,0.18,1.25,0.3,1.0436893203883497,26.587567748669493,2.611895108760672,1.8822307026446907
prior_cesarean_history,0.12,0.18,1.5,0.3,1.0849056603773584,24.950845398543702,2.512667350302057,3.518953052770481
prior_cesarean_history,0.12,0.18,1.75,0.3,1.1238532110091743,23.514538030065953,2.425589929613884,4.95526042124823
prior_cesarean_history,0.12,0.18,2.0,0.3,1.1607142857142856,22.243958434874102,2.3485599036205005,6.225840016440081
prior_cesarean_history,0.12,0.18,2.25,0.3,1.1956521739130435,21.111987522794085,2.279933153190031,7.357810928520099
prior_cesarean_history,0.12,0.18,2.5,0.3,1.2288135593220337,20.09711704989477,2.218405721769611,8.372681401419413
prior_cesarean_history,0.12,0.18,2.75,0.3,1.2603305785123966,19.18206990219865,2.162930168849559,9.287728549115535
prior_cesarean_history,0.12,0.18,3.0,0.3,1.2903225806451615,18.352808424599043,2.112655449015762,10.11699002671514
prior_cesarean_history,0.12,0.18,3.25,0.3,1.3188976377952757,17.597809168874036,2.0668829428984252,10.871989282440147
prior_cesarean_history,0.12,0.18,3.5,0.3,1.3461538461538463,16.90752413506831,2.025033794448288,11.562274316245873
prior_cesarean_history,0.12,0.18,3.75,0.3,1.3721804511278195,16.273974857465802,1.9866243020351493,12.195823593848381
prior_cesarean_history,0.12,0.18,4.0,0.3,1.397058823529412,15.690442628095063,1.9512471379704155,12.77935582321912
prior_cesarean_history,0.12,0.18,4.25,0.3,1.4208633093525178,15.151229302220845,1.9185568471257886,13.318569149093339
prior_cesarean_history,0.12,0.18,4.5,0.3,1.4436619718309858,14.651470609947175,1.8882585287819877,13.818327841367008
prior_cesarean_history,0.12,0.18,4.75,0.3,1.4655172413793107,14.186989001833986,1.8600989152624545,14.282809449480197
prior_cesarean_history,0.12,0.18,5.0,0.3,1.4864864864864866,13.754176594273988,1.8338592753919813,14.715621857040196
prior_cesarean_history,0.12,0.18,5.25,0.3,1.5066225165562919,13.349901268531116,1.8093497216668133,15.119897182783067
prior_cesarean_history,0.12,0.18,5.5,0.3,1.525974025974026,12.971430750814402,1.786404607541125,15.49836770049978
prior_cesarean_history,0.12,0.18,5.75,0.3,1.5445859872611465,12.616370780585315,1.7648787788252729,15.853427670728868
prior_cesarean_history,0.12,0.18,6.0,0.3,1.5625,12.28261440856997,1.7446444998323716,16.187184042744214
prior_cesarean_history,0.12,0.18,6.25,0.3,1.579754601226994,11.968300155312797,1.7255889167031342,16.501498296001387
prior_cesarean_history,0.12,0.18,6.5,0.3,1.5963855421686748,11.671777274881508,1.707611951486873,16.798021176432677
prior_cesarean_history,0.12,0.18,6.75,0.3,1.6124260355029587,11.39157675484093,1.690624543988938,17.078221696473253
prior_cesarean_history,0.12,0.18,7.0,0.3,1.6279069767441865,11.126386976945374,1.6745471761783919,17.343411474368807
prior_cesarean_history,0.12,0.18,7.25,0.3,1.6428571428571428,10.87503318746178,1.6593086275579623,17.594765263852402
prior_cesarean_history,0.12,0.18,7.5,0.3,1.6573033707865172,10.636460099138349,1.6448449203928075,17.833338352175836
prior_cesarean_history,0.12,0.18,7.75,0.3,1.671270718232044,10.409717081310312,1.6310984218474136,18.06008137000387
prior_cesarean_history,0.12,0.18,8.0,0.3,1.6847826086956523,10.19394549982878,1.6180170764574413,18.275852951485405
prior_cesarean_history,0.12,0.21,1.0,0.32999999999999996,1.0,28.469798451314176,2.7260070309880806,7.105427357601002e-15
prior_cesarean_history,0.12,0.21,1.25,0.32999999999999996,1.050970873786408,26.28907696749566,2.5937988377992816,2.180721483818523
prior_cesarean_history,0.12,0.21,1.5,0.32999999999999996,1.099056603773585,24.417213032887513,2.4803154101694123,4.05258541842667
prior_cesarean_history,0.12,0.21,1.75,0.32999999999999996,1.144495412844037,22.792930300051164,2.3818418146509073,5.676868151263019
prior_cesarean_history,0.12,0.21,2.0,0.32999999999999996,1.1875,21.37015632730356,2.295584868200489,7.099642124010622
prior_cesarean_history,0.12,0.21,2.25,0.32999999999999996,1.2282608695652175,20.113582500045045,2.2194039544327735,8.356215951269139
prior_cesarean_history,0.12,0.21,2.5,0.32999999999999996,1.2669491525423728,18.995694078470578,2.151630967602632,9.474104372843605
prior_cesarean_history,0.12,0.21,2.75,0.32999999999999996,1.3037190082644625,17.99473217959646,2.090946755940145,10.475066271717722
prior_cesarean_history,0.12,0.21,3.0,0.32999999999999996,1.3387096774193548,17.093263481514033,2.0362944086898915,11.37653496980015
prior_cesarean_history,0.12,0.21,3.25,0.32999999999999996,1.372047244094488,16.277156238343295,1.9868171761003517,12.192642212970888
prior_cesarean_history,0.12,0.21,3.5,0.32999999999999996,1.4038461538461537,15.534834033596207,1.9418132275531534,12.934964417717977
prior_cesarean_history,0.12,0.21,3.75,0.32999999999999996,1.4342105263157892,14.856723186009424,1.9007021500467356,13.61307526530476
prior_cesarean_history,0.12,0.21,4.0,0.32999999999999996,1.463235294117647,14.23483760970495,1.8629997799717537,14.234960841609233
prior_cesarean_history,0.12,0.21,4.25,0.32999999999999996,1.491007194244604,13.662462827171415,1.8282990461150461,14.807335624142768
prior_cesarean_history,0.12,0.21,4.5,0.32999999999999996,1.5176056338028168,13.13391256395018,1.7962552129944662,15.335885887364004
prior_cesarean_history,0.12,0.21,4.75,0.32999999999999996,1.5431034482758623,12.644339191648049,1.7665743887967447,15.825459259666134
prior_cesarean_history,0.12,0.21,5.0,0.32999999999999996,1.5675675675675675,12.189584615220866,1.7390044852854998,16.280213836093317
prior_cesarean_history,0.12,0.21,5.25,0.32999999999999996,1.5910596026490067,11.766061882752256,1.713328040288034,16.70373656856193
prior_cesarean_history,0.12,0.21,5.5,0.32999999999999996,1.6136363636363633,11.37066037799284,1.6893564699081067,17.099138073321342
prior_cesarean_history,0.12,0.21,5.75,0.32999999999999996,1.6353503184713376,11.000669291260788,1.6669254288807347,17.469129160053395
prior_cesarean_history,0.12,0.21,6.0,0.32999999999999996,1.6562499999999996,10.653715385400748,1.6458910375777094,17.816083065913435
prior_cesarean_history,0.12,0.21,6.25,0.32999999999999996,1.6763803680981593,10.327712035612759,1.6261267925015817,18.142086415701424
prior_cesarean_history,0.12,0.21,6.5,0.32999999999999996,1.69578313253012,10.020817230306134,1.60752102004981,18.448981221008047
prior_cesarean_history,0.12,0.21,6.75,0.32999999999999996,1.7144970414201182,9.731398746958288,1.589974765270011,18.738399704355896
prior_cesarean_history,0.12,0.21,7.0,0.32999999999999996,1.7325581395348837,9.458005112520643,1.5734000313085565,19.011793338793538
prior_cesarean_history,0.12,0.21,7.25,0.32999999999999996,1.7499999999999998,9.199341257571076,1.5577183034217605,19.270457193743106
prior_cesarean_history,0.12,0.21,7.5,0.32999999999999996,1.7668539325842696,8.95424800232474,1.5428593052969106,19.515550448989444
prior_cesarean_history,0.12,0.21,7.75,0.32999999999999996,1.783149171270718,8.72168468886482,1.5287599461157015,19.748113762449364
